trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.25, 'e': 0.99}",20,0,-27.184095606512066,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
2,False,"{'a': 0.25, 'e': 0.9801}",20,0,-66.58126557389696,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.25, 'e': 0.970299}",25,0,-253.95127814486747,"{0: 12, 1: 1, 2: 6, 3: 2, 4: 4}",0
4,False,"{'a': 0.25, 'e': 0.96059601}",25,0,-93.47208726375602,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
5,False,"{'a': 0.25, 'e': 0.9509900498999999}",30,0,-95.2084669479026,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.25, 'e': 0.941480149401}",25,0,-184.96959850745054,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
7,False,"{'a': 0.25, 'e': 0.9320653479069899}",25,0,-58.057031715641834,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
8,False,"{'a': 0.25, 'e': 0.9227446944279201}",25,0,-34.15776331502393,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.25, 'e': 0.9135172474836408}",30,0,-170.43024298619073,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
10,False,"{'a': 0.25, 'e': 0.9043820750088044}",30,0,-172.51278081570027,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
11,False,"{'a': 0.25, 'e': 0.8953382542587164}",25,10,-60.67394781687878,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
12,False,"{'a': 0.25, 'e': 0.8863848717161292}",20,0,-63.3372824020097,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
13,False,"{'a': 0.25, 'e': 0.8775210229989678}",30,0,-143.9390726972101,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
14,False,"{'a': 0.25, 'e': 0.8687458127689782}",20,0,-129.50272087847313,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
15,False,"{'a': 0.25, 'e': 0.8600583546412884}",25,10,-56.419022745752414,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
16,False,"{'a': 0.25, 'e': 0.8514577710948755}",35,0,-95.88536628684331,"{0: 26, 1: 1, 2: 6, 3: 1, 4: 1}",0
17,False,"{'a': 0.25, 'e': 0.8429431933839268}",20,0,-196.6723438455915,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
18,False,"{'a': 0.25, 'e': 0.8345137614500875}",25,0,-45.80604387338753,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
19,False,"{'a': 0.25, 'e': 0.8261686238355866}",25,0,-136.21490999342763,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
20,False,"{'a': 0.25, 'e': 0.8179069375972308}",20,0,-56.954483368242535,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.25, 'e': 0.8097278682212584}",30,0,-168.7700441592965,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
22,False,"{'a': 0.25, 'e': 0.8016305895390459}",30,0,-107.00476872395454,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
23,False,"{'a': 0.25, 'e': 0.7936142836436554}",25,0,-180.03452978616966,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
24,False,"{'a': 0.25, 'e': 0.7856781408072188}",30,8,-85.97633673031174,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
25,False,"{'a': 0.25, 'e': 0.7778213593991467}",25,0,-84.16642928325994,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
26,False,"{'a': 0.25, 'e': 0.7700431458051551}",25,0,-79.76215511473697,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
27,False,"{'a': 0.25, 'e': 0.7623427143471035}",25,13,-62.81355594399376,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
28,False,"{'a': 0.25, 'e': 0.7547192872036326}",25,0,7.279905037688987,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
29,False,"{'a': 0.25, 'e': 0.7471720943315961}",20,0,-82.52682709302925,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.25, 'e': 0.7397003733882802}",20,8,-8.626886168434979,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
31,False,"{'a': 0.25, 'e': 0.7323033696543975}",20,0,-35.07575789515549,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
32,False,"{'a': 0.25, 'e': 0.7249803359578534}",25,3,-93.96789063534999,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 1}",1
33,False,"{'a': 0.25, 'e': 0.7177305325982749}",30,0,-48.352832099773345,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.25, 'e': 0.7105532272722921}",35,0,-118.92395142245202,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 2}",0
35,False,"{'a': 0.25, 'e': 0.7034476949995692}",20,0,-69.21321909488776,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
36,False,"{'a': 0.25, 'e': 0.6964132180495735}",20,0,8.779034132450107,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
37,False,"{'a': 0.25, 'e': 0.6894490858690777}",20,0,-38.953258727420334,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
38,False,"{'a': 0.25, 'e': 0.682554595010387}",30,0,-84.6267133444097,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
39,False,"{'a': 0.25, 'e': 0.6757290490602831}",20,0,-55.07723697258455,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.25, 'e': 0.6689717585696803}",20,0,-57.4284170699621,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
41,False,"{'a': 0.25, 'e': 0.6622820409839835}",25,10,-87.81273068289785,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
42,False,"{'a': 0.25, 'e': 0.6556592205741436}",20,0,-59.80856000511745,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
43,False,"{'a': 0.25, 'e': 0.6491026283684022}",20,12,2.9184865730027667,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.25, 'e': 0.6426116020847181}",20,14,11.27597331098513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.25, 'e': 0.6361854860638709}",20,2,-13.99464668970591,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
46,False,"{'a': 0.25, 'e': 0.6298236312032323}",25,5,-67.2946455298957,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
47,False,"{'a': 0.25, 'e': 0.6235253948912}",35,21,-25.63448132060813,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.25, 'e': 0.617290140942288}",20,0,-17.61197541411995,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
49,False,"{'a': 0.25, 'e': 0.611117239532865}",25,0,-68.30498015438266,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",1
50,False,"{'a': 0.25, 'e': 0.6050060671375364}",30,3,-32.77798575275639,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 0}",1
51,False,"{'a': 0.25, 'e': 0.598956006466161}",25,0,-38.41384607649039,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.25, 'e': 0.5929664464014994}",25,13,-43.81498186467605,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
53,False,"{'a': 0.25, 'e': 0.5870367819374844}",20,7,-24.305489776885086,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
54,False,"{'a': 0.25, 'e': 0.5811664141181095}",25,0,-139.81786712321525,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
55,False,"{'a': 0.25, 'e': 0.5753547499769285}",30,0,-36.41152975489948,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
56,False,"{'a': 0.25, 'e': 0.5696012024771592}",20,6,-5.191051469781591,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
57,False,"{'a': 0.25, 'e': 0.5639051904523875}",20,9,3.1990691303984793,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.25, 'e': 0.5582661385478637}",20,0,-41.11632794571008,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
59,False,"{'a': 0.25, 'e': 0.5526834771623851}",20,10,-26.641420253201563,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
60,False,"{'a': 0.25, 'e': 0.5471566423907612}",25,6,-40.56253450421066,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.25, 'e': 0.5416850759668536}",25,0,-33.97674864238059,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",1
62,False,"{'a': 0.25, 'e': 0.536268225207185}",25,0,-36.56910545832807,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
63,False,"{'a': 0.25, 'e': 0.5309055429551132}",30,0,-103.67541479316905,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
64,False,"{'a': 0.25, 'e': 0.525596487525562}",20,0,-113.07069234785915,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
65,False,"{'a': 0.25, 'e': 0.5203405226503064}",30,1,-33.1746898385816,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 1}",1
66,False,"{'a': 0.25, 'e': 0.5151371174238033}",30,0,-151.83416570184244,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
67,False,"{'a': 0.25, 'e': 0.5099857462495653}",25,0,-48.53725101929799,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
68,False,"{'a': 0.25, 'e': 0.5048858887870696}",20,0,-85.53153062683319,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.25, 'e': 0.4998370298991989}",25,0,-89.12903881264594,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
70,False,"{'a': 0.25, 'e': 0.49483865960020695}",20,0,-74.10450475390628,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
71,False,"{'a': 0.25, 'e': 0.4898902730042049}",25,0,-46.606401596779385,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
72,False,"{'a': 0.25, 'e': 0.48499137027416284}",25,4,-52.66844217189318,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
73,False,"{'a': 0.25, 'e': 0.4801414565714212}",25,0,-108.88176099809023,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
74,False,"{'a': 0.25, 'e': 0.47534004200570695}",20,6,-21.855968217365998,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
75,False,"{'a': 0.25, 'e': 0.4705866415856499}",30,11,-22.580734663359074,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.25, 'e': 0.46588077516979337}",30,0,-73.82642785215712,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
77,False,"{'a': 0.25, 'e': 0.46122196741809546}",20,10,-2.3501193008034598,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
78,False,"{'a': 0.25, 'e': 0.4566097477439145}",30,13,6.933865285223893,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.25, 'e': 0.45204365026647536}",20,10,-8.15543355010957,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.25, 'e': 0.4475232137638106}",30,21,4.327852023323985,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.25, 'e': 0.4430479816261725}",20,10,-8.62137662957332,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.25, 'e': 0.43861750180991077}",20,0,27.114112050484863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
83,False,"{'a': 0.25, 'e': 0.43423132679181164}",35,21,-79.36600078850945,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
84,False,"{'a': 0.25, 'e': 0.4298890135238935}",20,13,2.733020069393406,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.25, 'e': 0.4255901233886546}",30,8,-73.4815217007207,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
86,False,"{'a': 0.25, 'e': 0.421334222154768}",20,0,11.463490405413104,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.25, 'e': 0.41712087993322033}",30,4,10.6433895917917,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
88,False,"{'a': 0.25, 'e': 0.41294967113388814}",30,0,-101.3754474098122,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
89,False,"{'a': 0.25, 'e': 0.40882017442254925}",20,4,-1.5915866309602293,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.25, 'e': 0.4047319726783238}",25,18,-41.43212327793304,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
91,False,"{'a': 0.25, 'e': 0.40068465295154054}",25,2,26.325231843860514,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.25, 'e': 0.3966778064220251}",20,2,-118.02033045552544,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
93,False,"{'a': 0.25, 'e': 0.39271102835780486}",25,19,4.1392028250340465,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.25, 'e': 0.3887839180742268}",30,14,-15.88694914290054,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
95,False,"{'a': 0.25, 'e': 0.38489607889348454}",25,1,-15.696956816903633,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
96,False,"{'a': 0.25, 'e': 0.38104711810454966}",20,13,-50.24656188674346,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
97,False,"{'a': 0.25, 'e': 0.37723664692350417}",30,18,6.151297265854022,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.25, 'e': 0.37346428045426916}",20,11,14.959518863415278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.25, 'e': 0.36972963764972644}",20,2,27.798576094120037,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.25, 'e': 0.3660323412732292}",20,9,-34.916370509004054,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
101,False,"{'a': 0.25, 'e': 0.3623720178604969}",20,0,-89.30640383568566,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
102,False,"{'a': 0.25, 'e': 0.3587482976818919}",20,14,12.196558880024014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.25, 'e': 0.355160814705073}",35,0,10.269179485467761,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
104,False,"{'a': 0.25, 'e': 0.35160920655802225}",20,0,-26.12230678179874,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
105,False,"{'a': 0.25, 'e': 0.348093114492442}",25,8,-31.637856941949476,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.25, 'e': 0.3446121833475176}",30,0,-125.02869931995586,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
107,False,"{'a': 0.25, 'e': 0.34116606151404244}",20,7,-24.411760769911922,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
108,False,"{'a': 0.25, 'e': 0.337754400898902}",25,18,12.838372661302497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.25, 'e': 0.334376856889913}",35,14,14.917063999318135,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.25, 'e': 0.33103308832101386}",25,11,-27.8479793796552,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.25, 'e': 0.3277227574378037}",30,0,-73.78790048342742,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
112,False,"{'a': 0.25, 'e': 0.3244455298634257}",25,15,8.206029428371238,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.25, 'e': 0.3212010745647914}",25,5,16.683255315684654,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.25, 'e': 0.3179890638191435}",25,0,-17.471052046409767,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.25, 'e': 0.31480917318095203}",25,7,10.62328863433295,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.25, 'e': 0.3116610814491425}",30,7,-30.991191059756993,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.25, 'e': 0.30854447063465107}",25,0,-20.103877308265787,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
118,False,"{'a': 0.25, 'e': 0.3054590259283046}",20,8,15.09378148670127,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.25, 'e': 0.30240443566902153}",25,6,-3.549200303780161,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.25, 'e': 0.2993803913123313}",25,9,12.503203472610876,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.25, 'e': 0.296386587399208}",30,0,37.20486534005769,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.25, 'e': 0.2934227215252159}",30,6,-24.56532471842783,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
123,False,"{'a': 0.25, 'e': 0.29048849430996376}",25,14,21.529575830967353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.25, 'e': 0.2875836093668641}",20,0,6.982168268283122,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
125,False,"{'a': 0.25, 'e': 0.28470777327319546}",20,0,-2.282035672483608,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.25, 'e': 0.2818606955404635}",30,10,4.502578581532132,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
127,False,"{'a': 0.25, 'e': 0.27904208858505886}",25,13,-22.960369394029353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.25, 'e': 0.2762516676992083}",20,1,22.756679389902363,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.25, 'e': 0.2734891510222162}",25,3,-26.989891931587245,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.25, 'e': 0.27075425951199406}",20,6,22.163405655524475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.25, 'e': 0.2680467169168741}",20,11,5.127866113987881,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.25, 'e': 0.26536624974770534}",20,4,20.698650360843498,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.25, 'e': 0.2627125872502283}",30,18,23.108018978113467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.25, 'e': 0.26008546137772603}",20,12,15.25985624281806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.25, 'e': 0.25748460676394874}",20,6,8.318762929469337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.25, 'e': 0.2549097606963093}",30,15,-9.811472178807076,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.25, 'e': 0.2523606630893462}",20,7,-18.179383355386147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.25, 'e': 0.2498370564584527}",20,10,12.075486434771676,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.25, 'e': 0.24733868589386818}",25,10,4.512077603147974,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.25, 'e': 0.24486529903492948}",25,17,15.99562300742792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.25, 'e': 0.2424166460445802}",25,0,12.014691691863836,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.25, 'e': 0.2399924795841344}",30,16,1.5668918429437815,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.25, 'e': 0.23759255478829303}",20,11,17.094331598004157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.25, 'e': 0.23521662924041012}",20,15,11.233003433205662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.25, 'e': 0.232864462948006}",20,14,4.078100701684331,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.25, 'e': 0.23053581831852593}",20,9,-25.812978552893465,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
147,False,"{'a': 0.25, 'e': 0.22823046013534068}",25,13,23.53431925750755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.25, 'e': 0.22594815553398728}",20,8,22.445689019653777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.25, 'e': 0.2236886739786474}",20,0,-13.696144610267773,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
150,False,"{'a': 0.25, 'e': 0.22145178723886091}",30,22,14.816713338189963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.25, 'e': 0.2192372693664723}",35,25,18.476990104017062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.25, 'e': 0.21704489667280757}",25,16,4.265004793810546,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.25, 'e': 0.2148744477060795}",25,14,9.26296088978536,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.25, 'e': 0.2127257032290187}",30,13,-4.342246329965938,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
155,False,"{'a': 0.25, 'e': 0.21059844619672852}",20,16,7.0387399174941905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.25, 'e': 0.20849246173476124}",20,8,8.013181480025954,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.25, 'e': 0.2064075371174136}",20,0,26.87956983214531,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
158,False,"{'a': 0.25, 'e': 0.2043434617462395}",25,11,24.389048671371548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.25, 'e': 0.2023000271287771}",25,13,21.494098144016775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.25, 'e': 0.2002770268574893}",25,10,17.769843231586695,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.25, 'e': 0.19827425658891443}",20,13,11.740213952438966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.25, 'e': 0.19629151402302528}",35,26,19.31233352964524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.25, 'e': 0.19432859888279502}",30,13,22.925759185338197,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.25, 'e': 0.19238531289396707}",20,6,9.962051177108728,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.25, 'e': 0.1904614597650274}",25,13,-24.836429496545247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.25, 'e': 0.1885568451673771}",20,8,-16.05847538558554,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
167,False,"{'a': 0.25, 'e': 0.18667127671570335}",30,18,5.997808835978352,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.25, 'e': 0.1848045639485463}",25,14,-3.4158359024216587,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.25, 'e': 0.18295651830906084}",25,9,-7.6116860274516,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
170,False,"{'a': 0.25, 'e': 0.18112695312597024}",20,0,-39.819120138631625,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
171,False,"{'a': 0.25, 'e': 0.17931568359471053}",20,12,18.834025453162525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.25, 'e': 0.17752252675876343}",20,8,18.498118406238007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.25, 'e': 0.1757473014911758}",20,14,10.552247880205197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.25, 'e': 0.173989828476264}",25,15,18.710914382095705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.25, 'e': 0.1722499301915014}",20,0,-8.505857990663628,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
176,False,"{'a': 0.25, 'e': 0.17052743088958636}",20,0,30.765489922280292,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.25, 'e': 0.1688221565806905}",30,0,-8.314886931652557,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
178,False,"{'a': 0.25, 'e': 0.1671339350148836}",20,0,-41.49523941099088,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.25, 'e': 0.16546259566473476}",20,13,13.028168591663459,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.25, 'e': 0.16380796970808742}",25,16,4.586079355816212,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.25, 'e': 0.16216989001100654}",25,16,-25.700754633174782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.25, 'e': 0.16054819111089647}",20,6,24.762892483178568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.25, 'e': 0.1589427091997875}",20,6,1.7178757798525708,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.25, 'e': 0.15735328210778962}",20,0,18.708144333686278,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.25, 'e': 0.15577974928671173}",20,0,17.004178663850375,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
