trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
579,False,"{'a': 0.25, 'e': 0.002970145138507074}",25,10,29.437972197770844,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.25, 'e': 0.002940443687122003}",30,20,23.918594328831286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.25, 'e': 0.002911039250250783}",30,19,21.973291812830603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.25, 'e': 0.0028819288577482754}",20,8,19.766515043641604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.25, 'e': 0.0028531095691707925}",30,14,32.116308289087044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.25, 'e': 0.0028245784734790844}",25,14,22.918303839216446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.25, 'e': 0.0027963326887442937}",20,7,26.010520349263963,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.25, 'e': 0.0027683693618568506}",25,17,16.528373952866822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.25, 'e': 0.002740685668238282}",20,16,5.548157922718293,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.25, 'e': 0.0027132788115558993}",30,14,31.97363089634236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.25, 'e': 0.0026861460234403403}",25,15,19.831123899810326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.25, 'e': 0.002659284563205937}",20,16,9.371547671870267,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.25, 'e': 0.0026326917175738774}",25,15,19.636060101147145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.25, 'e': 0.0026063648003981387}",25,14,18.464657507523544,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.25, 'e': 0.0025803011523941573}",25,18,14.566645404188804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.25, 'e': 0.0025544981408702158}",20,8,16.05005683105708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.25, 'e': 0.0025289531594615135}",30,23,11.856487988884135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.25, 'e': 0.0025036636278668984}",20,16,8.874542693920608,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.25, 'e': 0.0024786269915882293}",30,7,44.57678957510376,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.25, 'e': 0.002453840721672347}",20,6,26.526451661465934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.25, 'e': 0.0024293023144556234}",20,12,15.868733141425608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.25, 'e': 0.0024050092913110673}",25,14,20.079346031519975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.25, 'e': 0.0023809591983979567}",20,11,15.510158963784992,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.25, 'e': 0.002357149606413977}",20,9,20.328920374960813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.25, 'e': 0.002333578110349837}",20,8,20.49111604904182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.25, 'e': 0.0023102423292463386}",20,13,12.731389530955056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.25, 'e': 0.0022871399059538754}",25,15,15.861764381758446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.25, 'e': 0.0022642685068943367}",20,10,19.779454938643667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.25, 'e': 0.002241625821825393}",20,3,32.58947902624307,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.25, 'e': 0.0022192095636071395}",20,11,15.060335846530776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.25, 'e': 0.002197017467971068}",25,4,31.912897887667974,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.25, 'e': 0.002175047293291357}",20,0,29.79048795032185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
611,False,"{'a': 0.25, 'e': 0.002153296820358444}",25,17,16.19164751914452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.25, 'e': 0.0021317638521548593}",25,14,25.554352911712268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.25, 'e': 0.0021104462136333105}",20,9,20.59652863381674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.25, 'e': 0.0020893417514969773}",25,14,18.764086671356864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.25, 'e': 0.0020684483339820075}",20,11,14.049550348981398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.25, 'e': 0.0020477638506421875}",20,13,13.50705674381614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.25, 'e': 0.0020272862121357657}",30,4,43.923653755438885,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.25, 'e': 0.002007013350014408}",20,14,13.399114053866095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.25, 'e': 0.0019869432165142637}",20,13,13.515301034407933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.25, 'e': 0.001967073784349121}",25,15,19.246405711685366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.25, 'e': 0.00194740304650563}",20,5,26.07199958107268,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.25, 'e': 0.0019279290160405737}",25,13,23.762470925231323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.25, 'e': 0.001908649725880168}",20,8,23.898798723907497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.25, 'e': 0.0018895632286213661}",20,3,30.508155506333473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.25, 'e': 0.0018706675963351526}",20,13,13.988379150154834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.25, 'e': 0.001851960920371801}",35,9,52.11750577429582,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.25, 'e': 0.001833441311168083}",20,3,25.538511183419093,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.25, 'e': 0.0018151068980564022}",25,8,28.16506329231713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.25, 'e': 0.001796955829075838}",30,13,33.09144352248596,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.25, 'e': 0.0017789862707850797}",20,13,14.316644414710872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.25, 'e': 0.001761196408077229}",20,15,10.143781534168971,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.25, 'e': 0.0017435844439964566}",20,14,12.225952007516787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.25, 'e': 0.001726148599556492}",30,17,21.983534233886406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.25, 'e': 0.001708887113560927}",30,19,22.42416827313479,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.25, 'e': 0.0016917982424253177}",20,10,16.287684240873492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.25, 'e': 0.0016748802600010646}",20,16,7.138190931104063,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.25, 'e': 0.0016581314574010539}",20,16,8.941419709487707,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.25, 'e': 0.0016415501428270432}",30,22,15.551260861828299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.25, 'e': 0.001625134641398773}",20,6,25.227479935771292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.25, 'e': 0.001608883294984785}",30,16,25.37267527906609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.25, 'e': 0.0015927944620349372}",25,7,37.755716700205944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.25, 'e': 0.0015768665174145879}",20,10,18.98060335223877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.25, 'e': 0.001561097852240442}",30,16,27.296506226361434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.25, 'e': 0.0015454868737180376}",25,11,24.184238888056868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.25, 'e': 0.0015300320049808573}",20,10,20.98392813785712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.25, 'e': 0.0015147316849310486}",20,16,7.136838509019889,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.25, 'e': 0.001499584368081738}",20,7,23.56353286558795,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.25, 'e': 0.0014845885244009207}",35,15,36.496512946986954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.25, 'e': 0.0014697426391569114}",20,13,15.350554253448417,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.25, 'e': 0.0014550452127653423}",20,12,16.464456224546293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.25, 'e': 0.001440494760637689}",30,12,29.687486636414878,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.25, 'e': 0.001426089813031312}",20,16,9.493545532625461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.25, 'e': 0.0014118289149009989}",20,10,17.24814038430803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.25, 'e': 0.0013977106257519888}",20,13,14.879903383469982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.25, 'e': 0.001383733519494469}",25,11,25.823634642928333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.25, 'e': 0.0013698961842995242}",20,8,19.07056400487803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.25, 'e': 0.001356197222456529}",25,12,22.95456486427308,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.25, 'e': 0.0013426352502319636}",20,9,19.155651321318533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.25, 'e': 0.001329208897729644}",25,13,25.394441095762847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.25, 'e': 0.0013159168087523475}",25,11,24.83223049172723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.25, 'e': 0.0013027576406648242}",20,16,9.364097734228999,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.25, 'e': 0.0012897300642581758}",20,14,11.29585036916229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.25, 'e': 0.001276832763615594}",25,14,16.942016649870542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.25, 'e': 0.0012640644359794382}",25,20,7.239123746116347,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.25, 'e': 0.0012514237916196437}",20,15,10.88822242399917,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.25, 'e': 0.0012389095537034473}",20,14,15.321249322799321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.25, 'e': 0.0012265204581664128}",25,13,27.517427371462823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.25, 'e': 0.0012142552535847487}",30,13,33.30596657024698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.25, 'e': 0.0012021127010489012}",25,11,21.692842313254296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.25, 'e': 0.0011900915740384122}",30,20,20.40701078359728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.25, 'e': 0.001178190658298028}",35,15,34.336880183270864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.25, 'e': 0.0011664087517150477}",25,20,9.494247279914973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.25, 'e': 0.0011547446641978973}",25,13,21.352490693998963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.25, 'e': 0.0011431972175559183}",25,18,14.848085933942002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.25, 'e': 0.0011317652453803591}",30,18,18.999975183864876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.25, 'e': 0.0011204475929265554}",35,22,26.319311182879044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.25, 'e': 0.0011092431169972899}",25,17,15.70388849210627,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.25, 'e': 0.001098150685827317}",35,21,21.859479303133696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.25, 'e': 0.0010871691789690438}",20,12,15.915185561877564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.25, 'e': 0.0010762974871793534}",20,13,15.356637912457034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.25, 'e': 0.0010655345123075598}",25,17,14.709695976706007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.25, 'e': 0.0010548791671844842}",20,12,19.008868434631978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.25, 'e': 0.0010443303755126394}",30,23,13.559043412765599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.25, 'e': 0.001033887071757513}",30,16,29.723939044446915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.25, 'e': 0.0010235482010399377}",20,16,9.567397358164257,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.25, 'e': 0.0010133127190295385}",20,12,11.946040788854159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.25, 'e': 0.001003179591839243}",30,17,23.046230708277022,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.25, 'e': 0.0009931477959208507}",20,16,8.256886327945619,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,14,12.876622105490036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,7,22.433364592654847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,10,25.599734760471588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,13,22.181754742284074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,9,23.957222272356454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,12,24.940438985892275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,16,17.006145161454224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,8,23.863276696126192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",35,25,18.954389209341063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,16,16.260029520071235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,2,23.65738621914213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",30,20,17.509831593374845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",30,24,10.387082313442164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",35,23,22.360194957052247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",30,14,28.421208543191426,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",30,22,13.036957250941061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,9,22.234892420104387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",25,20,8.79507880657568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,10,30.58050059860883,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,1,38.983768458097934,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,8,19.539062397481484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",25,17,14.89855514496793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",30,15,25.608759711395603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",30,16,29.26495637178218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,14,11.555043121566086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",20,5,29.306899233841193,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",30,19,22.18108015789725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",25,17,19.32433637041293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",30,13,32.46069464267942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,14,12.175988989436075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,6,26.502942651640183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,13,30.58297157117257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",20,12,13.404081649091825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",20,11,18.480986580134847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,8,23.16072174311861,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",25,6,29.109373472832058,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",35,15,32.300728749963234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",30,6,40.26885574514288,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",25,17,13.685222330838068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",20,5,26.032207391934445,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",25,11,24.659426187991883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",30,18,22.493274688209492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",25,12,22.959013646906673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,9,17.580949481075955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",25,12,21.4172787953067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",25,13,22.812344951291315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",20,8,23.20374733249496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",30,19,24.147346955970153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",25,8,28.803232810170247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",30,12,31.892123130046834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
